"ProductType","Product","AgeRange","IncomeRange","EmploymentStatus","ResidentialStatus","LikelihoodScore","total"
"Balance Transfer","Post Office*","(30,40]","80k","Full time","Homeowner",0.6,20
"Balance Transfer","MBNA Low Rate*","(30,40]","50k","Self Employed","Living with Parents",0,16
"Balance Transfer","Post Office*","(30,40]","50k","Self Employed","Living with Parents",0,11
"Balance Transfer","Santander*","(60,70]","20k","Retired","Private Tenant",0.95,44
"Balance Transfer","Post Office*","(40,50]","130k","Full time","Homeowner",0.4,27
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","130k","Full time","Homeowner",0.2,46
"Balance Transfer","Halifax Low Rate*","(40,50]","130k","Full time","Homeowner",0.2,44
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","40k","Self Employed","Private Tenant",0.3,15
"Balance Transfer","Halifax Low Rate*","(30,40]","40k","Self Employed","Private Tenant",0.3,16
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","40k","Full time","Private Tenant",0.9,12
"Balance Transfer","Halifax Low Rate*","(50,60]","40k","Full time","Private Tenant",0.9,13
"Balance Transfer","Santander*","(40,50]","10k","Homemaker","Homeowner",0.95,14
"Balance Transfer","Post Office*","(40,50]","20k","Homemaker","Homeowner",0,20
"Balance Transfer","Santander*","(40,50]","90k","Full time","Homeowner",0.6,18
"Balance Transfer","MBNA Low Rate*","(50,60]","80k","Self Employed","Homeowner",0,28
"Balance Transfer","Post Office*","(70,80]","10k","Retired","Homeowner",0.5,14
"Balance Transfer","Halifax Low Rate*","(40,50]","30k","Homemaker","Private Tenant",0.2,16
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","30k","Homemaker","Private Tenant",0.2,16
"Balance Transfer","MBNA Low Rate*","(20,30]","40k","Self Employed","Homeowner",0,24
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","40k","Full time","Living with Parents",0.3,12
"Balance Transfer","Halifax Low Rate*","(40,50]","40k","Full time","Living with Parents",0.3,12
"Balance Transfer","Santander*","(30,40]","20k","Full time","Council Tenant",0.3,14
"Balance Transfer","Santander*","(60,70]","10k","Retired","Homeowner",0.9,36
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","30k","Full time","Living with Parents",0.3,24
"Balance Transfer","Halifax Low Rate*","(40,50]","30k","Full time","Living with Parents",0.3,24
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","20k","Part time","Homeowner",0.7,15
"Balance Transfer","Halifax Low Rate*","(20,30]","20k","Part time","Homeowner",0.7,16
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","30k","Self Employed","Council Tenant",0,18
"Balance Transfer","Halifax Low Rate*","(30,40]","30k","Self Employed","Council Tenant",0,18
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","30k","Part time","Homeowner",0.95,63
"Balance Transfer","Halifax Low Rate*","(30,40]","30k","Part time","Homeowner",0.95,63
"Balance Transfer","MBNA Low Rate*","(30,40]","100k","Full time","Private Tenant",0.1,28
"Balance Transfer","Post Office*","(30,40]","100k","Full time","Private Tenant",0,16
"Balance Transfer","MBNA Low Rate*","(50,60]","110k","Full time","Homeowner",0,16
"Balance Transfer","Santander*","(50,60]","20k","Self Employed","Homeowner",0.95,94
"Balance Transfer","Santander*","(30,40]","70k","Full time","Private Tenant",0.8,18
"Balance Transfer","MBNA Low Rate*","(40,50]","90k","Self Employed","Private Tenant",0,12
"Balance Transfer","MBNA Low Rate*","(40,50]","130k","Full time","Private Tenant",0.1,16
"Balance Transfer","MBNA Low Rate*","(50,60]","150k","Full time","Homeowner",0,60
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","150k","Full time","Homeowner",0,42
"Balance Transfer","Halifax Low Rate*","(50,60]","150k","Full time","Homeowner",0,42
"Balance Transfer","Post Office*","(50,60]","150k","Full time","Homeowner",0.9,16
"Balance Transfer","Santander*","(50,60]","150k","Full time","Homeowner",0,24
"Balance Transfer","MBNA Low Rate*","(30,40]","30k","Full time","Council Tenant",0.8,16
"Balance Transfer","Santander*","(30,40]","20k","Self Employed","Private Tenant",0.6,16
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","20k","Self Employed","Council Tenant",0.5,17
"Balance Transfer","Halifax Low Rate*","(30,40]","20k","Self Employed","Council Tenant",0.5,15
"Balance Transfer","Halifax Low Rate*","(40,50]","60k","Full time","Private Tenant",0.7,19
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","60k","Full time","Private Tenant",0.7,18
"Balance Transfer","Santander*","(40,50]","60k","Full time","Private Tenant",0,34
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","100k","Full time","Private Tenant",0.2,14
"Balance Transfer","MBNA Low Rate*","(40,50]","100k","Full time","Private Tenant",0.1,16
"Balance Transfer","Halifax Low Rate*","(40,50]","100k","Full time","Private Tenant",0.2,13
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","10k","Part time","Council Tenant",0.95,33
"Balance Transfer","Halifax Low Rate*","(30,40]","10k","Part time","Council Tenant",0.95,30
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","50k","Self Employed","Homeowner",0.95,21
"Balance Transfer","Halifax Low Rate*","(30,40]","50k","Self Employed","Homeowner",0.95,23
"Balance Transfer","MBNA Low Rate*","(60,70]","10k","Part time","Council Tenant",0.1,12
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","10k","Part time","Council Tenant",0,30
"Balance Transfer","Halifax Low Rate*","(60,70]","10k","Part time","Council Tenant",0,34
"Balance Transfer","Santander*","(50,60]","10k","Part time","Homeowner",0.7,14
"Balance Transfer","MBNA Low Rate*","(30,40]","10k","Part time","Homeowner",0.8,16
"Balance Transfer","MBNA Low Rate*","(30,40]","50k","Full time","Council Tenant",0,84
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","50k","Full time","Council Tenant",0.95,12
"Balance Transfer","Halifax Low Rate*","(30,40]","50k","Full time","Council Tenant",0.95,12
"Balance Transfer","Post Office*","(30,40]","50k","Full time","Council Tenant",0,44
"Balance Transfer","Santander*","(30,40]","50k","Full time","Council Tenant",0.95,22
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","10k","Self Employed","Private Tenant",0.2,28
"Balance Transfer","Halifax Low Rate*","(30,40]","10k","Self Employed","Private Tenant",0.2,27
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","50k","Full time","Homeowner",0.7,15
"Balance Transfer","Halifax Low Rate*","(60,70]","50k","Full time","Homeowner",0.7,16
"Balance Transfer","Post Office*","(60,70]","50k","Full time","Homeowner",0.9,12
"Balance Transfer","Santander*","(60,70]","50k","Full time","Homeowner",0.95,38
"Balance Transfer","MBNA Low Rate*","(40,50]","60k","Part time","Homeowner",0.1,12
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","60k","Part time","Homeowner",0.2,12
"Balance Transfer","Halifax Low Rate*","(40,50]","60k","Part time","Homeowner",0.2,12
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","20k","Self Employed","Private Tenant",0.7,16
"Balance Transfer","Halifax Low Rate*","(40,50]","20k","Self Employed","Private Tenant",0.7,15
"Balance Transfer","Santander*","(30,40]","110k","Full time","Homeowner",0.4,14
"Balance Transfer","MBNA Low Rate*","(50,60]","30k","Part time","Council Tenant",0.1,12
"Balance Transfer","Post Office*","(50,60]","30k","Part time","Council Tenant",0,18
"Balance Transfer","MBNA Low Rate*","(40,50]","60k","Homemaker","Homeowner",0.1,20
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","60k","Homemaker","Homeowner",0.2,16
"Balance Transfer","Halifax Low Rate*","(40,50]","60k","Homemaker","Homeowner",0.2,15
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","60k","Self Employed","Council Tenant",0.7,11
"Balance Transfer","MBNA Low Rate*","(20,30]","60k","Self Employed","Council Tenant",0,14
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","50k","Full time","Council Tenant",0.5,15
"Balance Transfer","Halifax Low Rate*","(30,40]","50k","Full time","Council Tenant",0.5,15
"Balance Transfer","Post Office*","(50,60]","80k","Full time","Private Tenant",0,24
"Balance Transfer","Santander*","(50,60]","80k","Full time","Private Tenant",0.95,18
"Balance Transfer","Santander*","(20,30]","20k","Part time","Living with Parents",0.9,22
"Balance Transfer","MBNA Low Rate*","(40,50]","20k","Student","Council Tenant",0,32
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","20k","Student","Council Tenant",0.7,18
"Balance Transfer","Halifax Low Rate*","(40,50]","20k","Student","Council Tenant",0.7,18
"Balance Transfer","Post Office*","(40,50]","20k","Student","Council Tenant",0,16
"Balance Transfer","Santander*","(40,50]","20k","Student","Council Tenant",0.95,16
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","20k","Retired","Homeowner",0.5,15
"Balance Transfer","Halifax Low Rate*","(50,60]","20k","Retired","Homeowner",0.5,15
"Balance Transfer","Halifax Low Rate*","(30,40]","40k","Self Employed","Homeowner",0,37
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","40k","Self Employed","Homeowner",0,37
"Balance Transfer","Santander*","(30,40]","40k","Self Employed","Homeowner",0,12
"Balance Transfer","Halifax Low Rate*","(40,50]","20k","Full time","Living with Parents",0.7,28
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","20k","Full time","Living with Parents",0.7,27
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","20k","Self Employed","Homeowner",0.4,21
"Balance Transfer","Halifax Low Rate*","(60,70]","20k","Self Employed","Homeowner",0.4,21
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","30k","Self Employed","Homeowner",0.6,15
"Balance Transfer","Halifax Low Rate*","(50,60]","30k","Self Employed","Homeowner",0.6,15
"Balance Transfer","MBNA Low Rate*","(50,60]","60k","Full time","Private Tenant",0.8,20
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","20k","Homemaker","Homeowner",0,34
"Balance Transfer","Halifax Low Rate*","(40,50]","20k","Homemaker","Homeowner",0,33
"Balance Transfer","Post Office*","(40,50]","20k","Self Employed","Homeowner",0.7,22
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","20k","Self Employed","Living with Parents",0.7,42
"Balance Transfer","Halifax Low Rate*","(20,30]","20k","Self Employed","Living with Parents",0.7,42
"Balance Transfer","Santander*","(30,40]","20k","Part time","Private Tenant",0.9,56
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","20k","Self Employed","Living with Parents",0.6,16
"Balance Transfer","Halifax Low Rate*","(20,30]","20k","Self Employed","Living with Parents",0.6,16
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","20k","Self Employed","Private Tenant",0.9,12
"Balance Transfer","Halifax Low Rate*","(20,30]","20k","Self Employed","Private Tenant",0.9,12
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","50k","Full time","Homeowner",0.95,21
"Balance Transfer","Halifax Low Rate*","(20,30]","50k","Full time","Homeowner",0.95,21
"Balance Transfer","Post Office*","(20,30]","50k","Full time","Homeowner",0.8,12
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","80k","Full time","Private Tenant",0,23
"Balance Transfer","MBNA Low Rate*","(40,50]","80k","Full time","Private Tenant",0,56
"Balance Transfer","Halifax Low Rate*","(40,50]","80k","Full time","Private Tenant",0,21
"Balance Transfer","Post Office*","(40,50]","80k","Full time","Private Tenant",0,40
"Balance Transfer","Santander*","(40,50]","80k","Full time","Private Tenant",0,16
"Balance Transfer","MBNA Low Rate*","(50,60]","30k","Retired","Private Tenant",0,20
"Balance Transfer","MBNA Low Rate*","(40,50]","80k","Full time","Private Tenant",0.1,24
"Balance Transfer","MBNA Low Rate*","(30,40]","10k","Self Employed","Private Tenant",0.1,12
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","20k","Homemaker","Private Tenant",0.9,12
"Balance Transfer","Halifax Low Rate*","(20,30]","20k","Homemaker","Private Tenant",0.9,13
"Balance Transfer","Santander*","(20,30]","60k","Full time","Homeowner",0.95,26
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","20k","Part time","Council Tenant",0.7,27
"Balance Transfer","Halifax Low Rate*","(40,50]","20k","Part time","Council Tenant",0.7,29
"Balance Transfer","Santander*","(60,70]","30k","Full time","Private Tenant",0.6,16
"Balance Transfer","MBNA Low Rate*","(20,30]","20k","Unemployed","Private Tenant",0,16
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","20k","Unemployed","Private Tenant",0,12
"Balance Transfer","Halifax Low Rate*","(20,30]","20k","Unemployed","Private Tenant",0,12
"Balance Transfer","MBNA Low Rate*","(50,60]","20k","Unemployed","Private Tenant",0,40
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","20k","Unemployed","Private Tenant",0,30
"Balance Transfer","Halifax Low Rate*","(50,60]","20k","Unemployed","Private Tenant",0,30
"Balance Transfer","Post Office*","(50,60]","20k","Unemployed","Private Tenant",0,20
"Balance Transfer","Santander*","(50,60]","20k","Unemployed","Private Tenant",0,20
"Balance Transfer","Santander*","(20,30]","10k","Part time","Private Tenant",0.5,14
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","50k","Full time","Homeowner",0.6,24
"Balance Transfer","Halifax Low Rate*","(20,30]","50k","Full time","Homeowner",0.6,26
"Balance Transfer","MBNA Low Rate*","(50,60]","10k","Unemployed","Private Tenant",0,16
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","10k","Unemployed","Private Tenant",0,12
"Balance Transfer","Halifax Low Rate*","(50,60]","10k","Unemployed","Private Tenant",0,12
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","100k","Full time","Homeowner",0.5,15
"Balance Transfer","Halifax Low Rate*","(30,40]","100k","Full time","Homeowner",0.5,16
"Balance Transfer","Halifax Low Rate*","(40,50]","20k","Part time","Homeowner",0.4,73
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","20k","Part time","Homeowner",0.4,70
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","40k","Self Employed","Private Tenant",0.5,25
"Balance Transfer","Halifax Low Rate*","(30,40]","40k","Self Employed","Private Tenant",0.5,25
"Balance Transfer","Santander*","(40,50]","60k","Self Employed","Homeowner",0,18
"Balance Transfer","Santander*","(40,50]","10k","Part time","Council Tenant",0.4,16
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","50k","Full time","Living with Parents",0.95,32
"Balance Transfer","Halifax Low Rate*","(20,30]","50k","Full time","Living with Parents",0.95,30
"Balance Transfer","MBNA Low Rate*","(40,50]","40k","Self Employed","Council Tenant",0,32
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","40k","Self Employed","Council Tenant",0.95,12
"Balance Transfer","Halifax Low Rate*","(40,50]","40k","Self Employed","Council Tenant",0.95,12
"Balance Transfer","Post Office*","(40,50]","40k","Self Employed","Council Tenant",0,16
"Balance Transfer","Post Office*","(30,40]","10k","Part time","Homeowner",0.7,22
"Balance Transfer","MBNA Low Rate*","(20,30]","80k","Full time","Private Tenant",0.1,16
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","80k","Full time","Private Tenant",0.2,19
"Balance Transfer","Halifax Low Rate*","(40,50]","80k","Full time","Private Tenant",0.2,20
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","20k","Part time","Council Tenant",0.6,21
"Balance Transfer","Halifax Low Rate*","(50,60]","20k","Part time","Council Tenant",0.6,25
"Balance Transfer","Santander*","(50,60]","20k","Part time","Council Tenant",0.6,12
"Balance Transfer","Santander*","(70,80]","20k","Retired","Homeowner",0.95,34
"Balance Transfer","MBNA Low Rate*","(40,50]","10k","Student","Private Tenant",0,16
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","80k","Full time","Homeowner",0.3,18
"Balance Transfer","Halifax Low Rate*","(50,60]","80k","Full time","Homeowner",0.3,20
"Balance Transfer","Santander*","(50,60]","80k","Full time","Homeowner",0.3,38
"Balance Transfer","Santander*","(30,40]","40k","Self Employed","Homeowner",0.6,22
"Balance Transfer","Santander*","(50,60]","20k","Self Employed","Council Tenant",0.95,16
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","50k","Self Employed","Homeowner",0.3,15
"Balance Transfer","Halifax Low Rate*","(30,40]","50k","Self Employed","Homeowner",0.3,15
"Balance Transfer","MBNA Low Rate*","(50,60]","10k","Homemaker","Council Tenant",0,32
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","10k","Homemaker","Council Tenant",0,21
"Balance Transfer","Halifax Low Rate*","(50,60]","10k","Homemaker","Council Tenant",0,21
"Balance Transfer","Post Office*","(50,60]","10k","Homemaker","Council Tenant",0,16
"Balance Transfer","Santander*","(30,40]","40k","Part time","Homeowner",0.95,12
"Balance Transfer","Santander*","(20,30]","30k","Homemaker","Council Tenant",0,16
"Balance Transfer","MBNA Low Rate*","(40,50]","50k","Self Employed","Private Tenant",0.1,26
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","20k","Homemaker","Council Tenant",0.7,18
"Balance Transfer","Halifax Low Rate*","(30,40]","20k","Homemaker","Council Tenant",0.7,19
"Balance Transfer","Santander*","(30,40]","20k","Self Employed","Private Tenant",0.3,14
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","40k","Part time","Homeowner",0.4,12
"Balance Transfer","Halifax Low Rate*","(40,50]","40k","Part time","Homeowner",0.4,12
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","20k","Student","Private Tenant",0.5,18
"Balance Transfer","Halifax Low Rate*","(20,30]","20k","Student","Private Tenant",0.5,18
"Balance Transfer","MBNA Low Rate*","(30,40]","50k","Part time","Homeowner",0,14
"Balance Transfer","MBNA Low Rate*","(20,30]","30k","Homemaker","Homeowner",0,20
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","30k","Homemaker","Homeowner",0.7,12
"Balance Transfer","Halifax Low Rate*","(20,30]","30k","Homemaker","Homeowner",0.7,12
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","10k","Retired","Homeowner",0.9,15
"Balance Transfer","Halifax Low Rate*","(50,60]","10k","Retired","Homeowner",0.9,15
"Balance Transfer","Santander*","(20,30]","20k","Homemaker","Private Tenant",0.95,38
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","10k","Retired","Homeowner",0.5,27
"Balance Transfer","Halifax Low Rate*","(60,70]","10k","Retired","Homeowner",0.5,29
"Balance Transfer","MBNA Low Rate*","(50,60]","140k","Full time","Homeowner",0.1,16
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","20k","Self Employed","Council Tenant",0.95,15
"Balance Transfer","Halifax Low Rate*","(40,50]","20k","Self Employed","Council Tenant",0.95,15
"Balance Transfer","MBNA Low Rate*","(30,40]","30k","Homemaker","Homeowner",0.1,32
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","30k","Homemaker","Homeowner",0.2,21
"Balance Transfer","Halifax Low Rate*","(30,40]","30k","Homemaker","Homeowner",0.2,21
"Balance Transfer","Santander*","(60,70]","20k","Retired","Council Tenant",0.95,16
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","30k","Retired","Private Tenant",0.5,15
"Balance Transfer","Halifax Low Rate*","(50,60]","30k","Retired","Private Tenant",0.5,15
"Balance Transfer","MBNA Low Rate*","(60,70]","100k","Self Employed","Homeowner",0.1,24
"Balance Transfer","Santander*","(60,70]","70k","Full time","Homeowner",0.3,12
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","60k","Full time","Homeowner",0.95,15
"Balance Transfer","Halifax Low Rate*","(20,30]","60k","Full time","Homeowner",0.95,15
"Balance Transfer","Santander*","(20,30]","60k","Full time","Homeowner",0,20
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","10k","Retired","Homeowner",0.6,18
"Balance Transfer","Halifax Low Rate*","(60,70]","10k","Retired","Homeowner",0.6,19
"Balance Transfer","Santander*","(50,60]","40k","Full time","Private Tenant",0.5,16
"Balance Transfer","Santander*","(60,70]","20k","Self Employed","Homeowner",0.3,40
"Balance Transfer","MBNA Low Rate*","(50,60]","20k","Self Employed","Homeowner",0.6,20
"Balance Transfer","Santander*","(30,40]","50k","Self Employed","Homeowner",0.4,14
"Balance Transfer","Post Office*","(70,80]","30k","Retired","Homeowner",0.7,30
"Balance Transfer","Santander*","(70,80]","30k","Retired","Homeowner",0.8,12
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","50k","Full time","Private Tenant",0.9,12
"Balance Transfer","Halifax Low Rate*","(50,60]","50k","Full time","Private Tenant",0.9,13
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","20k","Part time","Living with Parents",0.2,18
"Balance Transfer","Halifax Low Rate*","(60,70]","20k","Part time","Living with Parents",0.2,18
"Balance Transfer","Post Office*","(60,70]","20k","Part time","Living with Parents",0,12
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","70k","Full time","Homeowner",0.7,21
"Balance Transfer","Halifax Low Rate*","(50,60]","70k","Full time","Homeowner",0.7,21
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","30k","Part time","Living with Parents",0,12
"Balance Transfer","Halifax Low Rate*","(20,30]","30k","Part time","Living with Parents",0,12
"Balance Transfer","Halifax Low Rate*","(30,40]","30k","Part time","Council Tenant",0.5,13
"Balance Transfer","MBNA Low Rate*","(30,40]","30k","Part time","Council Tenant",0.1,16
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","30k","Part time","Council Tenant",0.5,12
"Balance Transfer","Santander*","(50,60]","20k","Part time","Council Tenant",0.95,14
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","60k","Full time","Private Tenant",0,40
"Balance Transfer","Halifax Low Rate*","(40,50]","60k","Full time","Private Tenant",0,39
"Balance Transfer","MBNA Low Rate*","(40,50]","30k","Homemaker","Council Tenant",0.1,14
"Balance Transfer","Post Office*","(50,60]","30k","Self Employed","Homeowner",0.6,24
"Balance Transfer","Santander*","(20,30]","10k","Part time","Living with Parents",0.9,24
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","100k","Full time","Private Tenant",0.2,15
"Balance Transfer","Halifax Low Rate*","(30,40]","100k","Full time","Private Tenant",0.2,15
"Balance Transfer","MBNA Low Rate*","(60,70]","60k","Full time","Private Tenant",0,12
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","40k","Full time","Council Tenant",0.95,32
"Balance Transfer","Halifax Low Rate*","(50,60]","40k","Full time","Council Tenant",0.95,30
"Balance Transfer","MBNA Low Rate*","(40,50]","20k","Part time","Living with Parents",0.1,12
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","40k","Self Employed","Living with Parents",0.6,28
"Balance Transfer","Halifax Low Rate*","(20,30]","40k","Self Employed","Living with Parents",0.6,27
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","40k","Full time","Council Tenant",0.95,51
"Balance Transfer","Halifax Low Rate*","(30,40]","40k","Full time","Council Tenant",0.95,51
"Balance Transfer","Santander*","(40,50]","120k","Full time","Homeowner",0.4,12
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","10k","Student","Living with Parents",0.4,49
"Balance Transfer","Halifax Low Rate*","(20,30]","10k","Student","Living with Parents",0.4,49
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","30k","Self Employed","Homeowner",0.7,30
"Balance Transfer","Halifax Low Rate*","(40,50]","30k","Self Employed","Homeowner",0.7,30
"Balance Transfer","Santander*","(50,60]","20k","Full time","Council Tenant",0.5,12
"Balance Transfer","Santander*","(40,50]","30k","Full time","Living with Parents",0.8,18
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","20k","Self Employed","Private Tenant",0.3,18
"Balance Transfer","Halifax Low Rate*","(30,40]","20k","Self Employed","Private Tenant",0.3,18
"Balance Transfer","MBNA Low Rate*","(20,30]","20k","Self Employed","Homeowner",0,32
"Balance Transfer","MBNA Low Rate*","(40,50]","50k","Self Employed","Council Tenant",0,20
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","20k","Part time","Private Tenant",0.3,30
"Balance Transfer","Halifax Low Rate*","(30,40]","20k","Part time","Private Tenant",0.3,30
"Balance Transfer","Post Office*","(40,50]","40k","Self Employed","Homeowner",0.95,12
"Balance Transfer","Santander*","(30,40]","10k","Self Employed","Private Tenant",0.5,18
"Balance Transfer","MBNA Low Rate*","(20,30]","10k","Self Employed","Homeowner",0,52
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","10k","Self Employed","Homeowner",0.4,27
"Balance Transfer","Halifax Low Rate*","(20,30]","10k","Self Employed","Homeowner",0.4,25
"Balance Transfer","Post Office*","(20,30]","10k","Self Employed","Homeowner",0,24
"Balance Transfer","Santander*","(20,30]","10k","Self Employed","Homeowner",0.8,16
"Balance Transfer","Santander*","(50,60]","60k","Full time","Homeowner",0.9,18
"Balance Transfer","MBNA Low Rate*","(30,40]","80k","Full time","Living with Parents",0,22
"Balance Transfer","Santander*","(50,60]","60k","Full time","Private Tenant",0.9,16
"Balance Transfer","Santander*","(30,40]","90k","Full time","Homeowner",0.3,14
"Balance Transfer","MBNA Low Rate*","(60,70]","20k","Self Employed","Private Tenant",0,52
"Balance Transfer","Post Office*","(60,70]","20k","Self Employed","Private Tenant",0,26
"Balance Transfer","Santander*","(60,70]","20k","Self Employed","Private Tenant",0.95,16
"Balance Transfer","Halifax Low Rate*","(20,30]","30k","Part time","Private Tenant",0.6,13
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","30k","Part time","Private Tenant",0.6,12
"Balance Transfer","MBNA Low Rate*","(30,40]","60k","Full time","Council Tenant",0.1,12
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","20k","Part time","Private Tenant",0.7,12
"Balance Transfer","Halifax Low Rate*","(50,60]","20k","Part time","Private Tenant",0.7,12
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","20k","Self Employed","Homeowner",0.5,15
"Balance Transfer","Halifax Low Rate*","(20,30]","20k","Self Employed","Homeowner",0.5,16
"Balance Transfer","Post Office*","(20,30]","20k","Self Employed","Homeowner",0,16
"Balance Transfer","Santander*","(30,40]","20k","Homemaker","Homeowner",0.4,12
"Balance Transfer","MBNA Low Rate*","(30,40]","100k","Self Employed","Private Tenant",0,32
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","100k","Self Employed","Private Tenant",0,15
"Balance Transfer","Halifax Low Rate*","(30,40]","100k","Self Employed","Private Tenant",0,15
"Balance Transfer","Post Office*","(30,40]","100k","Self Employed","Private Tenant",0,16
"Balance Transfer","Santander*","(30,40]","100k","Self Employed","Private Tenant",0,12
"Balance Transfer","MBNA Low Rate*","(50,60]","30k","Homemaker","Council Tenant",0,16
"Balance Transfer","MBNA Low Rate*","(60,70]","100k","Self Employed","Private Tenant",0,12
"Balance Transfer","MBNA Low Rate*","(40,50]","100k","Self Employed","Private Tenant",0,30
"Balance Transfer","Post Office*","(40,50]","100k","Self Employed","Private Tenant",0,12
"Balance Transfer","MBNA Low Rate*","(40,50]","20k","Retired","Private Tenant",0,76
"Balance Transfer","Post Office*","(40,50]","20k","Retired","Private Tenant",0,40
"Balance Transfer","Santander*","(40,50]","20k","Retired","Private Tenant",0.95,34
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","50k","Full time","Living with Parents",0,12
"Balance Transfer","Halifax Low Rate*","(40,50]","50k","Full time","Living with Parents",0,12
"Balance Transfer","Santander*","(40,50]","50k","Full time","Living with Parents",0,14
"Balance Transfer","MBNA Low Rate*","(20,30]","80k","Full time","Homeowner",0,12
"Balance Transfer","MBNA Low Rate*","(20,30]","50k","Self Employed","Private Tenant",0,58
"Balance Transfer","Santander*","(50,60]","10k","Homemaker","Homeowner",0.2,18
