"Credit Card Type","Credit Card","Employment Status","Residential Status","Age Range","Income Range (k)","Volume","Likelihood Score"
"Balance Transfer","Halifax Low Rate*","Unemployed","Private Tenant",40,10,66,0
"Balance Transfer","Post Office*","Unemployed","Private Tenant",40,10,44,0
"Balance Transfer","Santander*","Unemployed","Private Tenant",40,10,44,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",70,30,15,0.7
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",70,30,16,0.7
"Balance Transfer","Santander*","Full time","Homeowner",70,30,88,0.95
"Balance Transfer","Santander*","Full time","Council Tenant",40,20,18,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",60,60,56,0.2
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",60,60,55,0.2
"Balance Transfer","Santander*","Part time","Private Tenant",30,20,16,0.9
"Balance Transfer","Santander*","Full time","Council Tenant",60,20,70,0
"Balance Transfer","MBNA Low Rate*","Retired","Homeowner",70,50,16,0
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",50,40,12,0.4
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",50,40,12,0.4
"Balance Transfer","Post Office*","Full time","Homeowner",70,70,14,0
"Balance Transfer","Lloyds Platinum Low Rate*","Homemaker","Council Tenant",40,30,39,0.95
"Balance Transfer","Halifax Low Rate*","Homemaker","Council Tenant",40,30,41,0.95
"Balance Transfer","Santander*","Homemaker","Council Tenant",40,30,22,0.95
"Balance Transfer","Post Office*","Full time","Homeowner",50,70,26,0.7
"Balance Transfer","Post Office*","Part time","Homeowner",40,20,41,0.6
"Balance Transfer","Santander*","Full time","Living with Parents",40,50,16,0.3
"Balance Transfer","Lloyds Platinum Low Rate*","Homemaker","Council Tenant",50,10,12,0.9
"Balance Transfer","Halifax Low Rate*","Homemaker","Council Tenant",50,10,12,0.9
"Balance Transfer","Santander*","Homemaker","Council Tenant",50,10,12,0.95
"Balance Transfer","MBNA Low Rate*","Full time","Private Tenant",40,30,16,0.5
"Balance Transfer","Santander*","Part time","Homeowner",60,30,26,0.4
"Balance Transfer","Santander*","Part time","Living with Parents",30,20,14,0.7
"Balance Transfer","Santander*","Full time","Council Tenant",50,30,68,0.8
"Balance Transfer","Santander*","Part time","Private Tenant",30,10,70,0
"Balance Transfer","Santander*","Part time","Homeowner",70,20,16,0.6
"Balance Transfer","MBNA Low Rate*","Homemaker","Private Tenant",40,40,32,0
"Balance Transfer","Post Office*","Homemaker","Private Tenant",40,40,18,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",50,60,48,0.7
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",50,60,49,0.7
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",50,30,61,0.4
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",50,30,62,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",60,20,63,0.5
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",60,20,63,0.5
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",40,50,120,0.5
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",40,50,124,0.5
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",50,50,39,0.6
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",50,50,40,0.6
"Balance Transfer","Santander*","Self Employed","Private Tenant",60,20,16,0.9
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Living with Parents",30,20,42,0.5
"Balance Transfer","Halifax Low Rate*","Part time","Living with Parents",30,20,43,0.5
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",30,40,45,0.3
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",30,40,49,0.3
"Balance Transfer","Post Office*","Self Employed","Homeowner",60,40,14,0.8
"Balance Transfer","MBNA Low Rate*","Homemaker","Homeowner",60,10,64,0.1
"Balance Transfer","Santander*","Part time","Council Tenant",40,10,12,0.6
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",40,20,55,0.5
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",40,20,55,0.5
"Balance Transfer","Lloyds Platinum Low Rate*","Retired","Homeowner",80,50,18,0.5
"Balance Transfer","Halifax Low Rate*","Retired","Homeowner",80,50,18,0.5
"Balance Transfer","Santander*","Self Employed","Private Tenant",40,40,14,0.6
"Balance Transfer","MBNA Low Rate*","Self Employed","Private Tenant",40,40,38,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",40,40,51,0.5
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",40,40,52,0.5
"Balance Transfer","Santander*","Part time","Private Tenant",30,10,16,0.8
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",30,50,69,0
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",30,50,75,0
"Balance Transfer","Santander*","Full time","Homeowner",30,50,62,0
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Council Tenant",30,20,15,0.95
"Balance Transfer","Halifax Low Rate*","Part time","Council Tenant",30,20,16,0.95
"Balance Transfer","Santander*","Part time","Council Tenant",30,20,38,0.95
"Balance Transfer","MBNA Low Rate*","Part time","Private Tenant",60,30,32,0
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",50,80,16,0.8
"Balance Transfer","Santander*","Full time","Council Tenant",60,20,60,0.9
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",40,80,33,0.95
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",40,80,33,0.95
"Balance Transfer","MBNA Low Rate*","Full time","Living with Parents",50,40,68,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Living with Parents",50,40,39,0.2
"Balance Transfer","Halifax Low Rate*","Full time","Living with Parents",50,40,39,0.2
"Balance Transfer","Lloyds Platinum Low Rate*","Homemaker","Private Tenant",40,10,42,0
"Balance Transfer","Halifax Low Rate*","Homemaker","Private Tenant",40,10,42,0
"Balance Transfer","Post Office*","Self Employed","Homeowner",40,20,14,0.7
"Balance Transfer","Halifax Low Rate*","Part time","Homeowner",50,30,13,0.3
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Homeowner",50,30,12,0.3
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",50,90,13,0.2
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",50,90,12,0.2
"Balance Transfer","Lloyds Platinum Low Rate*","Retired","Homeowner",70,20,16,0.3
"Balance Transfer","Halifax Low Rate*","Retired","Homeowner",70,20,17,0.3
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Living with Parents",40,40,126,0
"Balance Transfer","Halifax Low Rate*","Full time","Living with Parents",40,40,129,0
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Council Tenant",40,40,12,0
"Balance Transfer","Halifax Low Rate*","Self Employed","Council Tenant",40,40,12,0
"Balance Transfer","Santander*","Part time","Homeowner",30,10,12,0.4
"Balance Transfer","Santander*","Part time","Homeowner",30,20,14,0.8
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",80,30,19,0.2
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",80,30,19,0.2
"Balance Transfer","Halifax Low Rate*","Part time","Living with Parents",50,20,16,0.6
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Living with Parents",50,20,16,0.6
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",30,70,30,0.2
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",30,70,27,0.2
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",60,140,12,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",60,140,12,0
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",60,140,12,0
"Balance Transfer","MBNA Low Rate*","Retired","Homeowner",50,30,28,0
"Balance Transfer","Santander*","Self Employed","Living with Parents",40,40,52,0.9
"Balance Transfer","Santander*","Part time","Homeowner",60,40,14,0.95
"Balance Transfer","MBNA Low Rate*","Part time","Council Tenant",60,20,92,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Council Tenant",60,20,49,0.2
"Balance Transfer","Halifax Low Rate*","Part time","Council Tenant",60,20,49,0.2
"Balance Transfer","Santander*","Part time","Council Tenant",60,20,20,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",40,60,42,0
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",40,60,43,0
"Balance Transfer","Santander*","Self Employed","Homeowner",40,60,12,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",60,20,73,0.95
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",60,20,75,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",40,20,31,0.95
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",40,20,32,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",60,80,81,0.2
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",60,80,82,0.2
"Balance Transfer","Post Office*","Self Employed","Homeowner",60,80,50,0.4
"Balance Transfer","Santander*","Self Employed","Homeowner",60,80,48,0.2
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Council Tenant",60,30,12,0.95
"Balance Transfer","Halifax Low Rate*","Self Employed","Council Tenant",60,30,12,0.95
"Balance Transfer","MBNA Low Rate*","Retired","Homeowner",40,20,16,0
"Balance Transfer","Lloyds Platinum Low Rate*","Retired","Homeowner",40,20,12,0.6
"Balance Transfer","Halifax Low Rate*","Retired","Homeowner",40,20,12,0.6
"Balance Transfer","MBNA Low Rate*","Full time","Council Tenant",70,40,12,0
"Balance Transfer","Lloyds Platinum Low Rate*","Homemaker","Council Tenant",50,20,17,0.5
"Balance Transfer","Halifax Low Rate*","Homemaker","Council Tenant",50,20,15,0.5
"Balance Transfer","MBNA Low Rate*","Self Employed","Homeowner",30,20,40,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",30,20,18,0.2
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",30,20,19,0.2
"Balance Transfer","Post Office*","Self Employed","Homeowner",30,20,12,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Private Tenant",50,10,27,0.5
"Balance Transfer","Halifax Low Rate*","Part time","Private Tenant",50,10,28,0.5
"Balance Transfer","Halifax Low Rate*","Part time","Council Tenant",70,10,11,0.2
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",50,160,18,0
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",50,160,19,0
"Balance Transfer","Santander*","Self Employed","Homeowner",50,70,12,0.95
"Balance Transfer","Santander*","Retired","Homeowner",60,20,16,0.6
"Balance Transfer","Lloyds Platinum Low Rate*","Homemaker","Council Tenant",50,20,15,0.95
"Balance Transfer","Halifax Low Rate*","Homemaker","Council Tenant",50,20,15,0.95
"Balance Transfer","Post Office*","Part time","Homeowner",50,20,14,0.8
"Balance Transfer","Post Office*","Full time","Homeowner",30,20,30,0.5
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",30,50,15,0.9
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",30,50,15,0.9
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",50,20,30,0.5
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",50,20,31,0.5
"Balance Transfer","Santander*","Self Employed","Private Tenant",50,20,58,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",30,40,15,0.95
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",30,40,15,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Homeowner",30,20,26,0.5
"Balance Transfer","Halifax Low Rate*","Part time","Homeowner",30,20,24,0.5
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Council Tenant",50,30,33,0
"Balance Transfer","Halifax Low Rate*","Self Employed","Council Tenant",50,30,33,0
"Balance Transfer","MBNA Low Rate*","Full time","Council Tenant",60,30,52,0.8
"Balance Transfer","Santander*","Full time","Council Tenant",60,30,30,0.4
"Balance Transfer","Santander*","Retired","Council Tenant",70,20,18,0.4
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",60,10,28,0
"Balance Transfer","MBNA Low Rate*","Full time","Council Tenant",60,10,48,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",60,10,27,0
"Balance Transfer","Post Office*","Full time","Council Tenant",60,10,30,0
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",50,90,52,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",50,90,51,0
"Balance Transfer","Post Office*","Full time","Homeowner",50,90,12,0.8
"Balance Transfer","Santander*","Full time","Homeowner",50,90,44,0
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Living with Parents",30,20,36,0.9
"Balance Transfer","Halifax Low Rate*","Part time","Living with Parents",30,20,39,0.9
"Balance Transfer","MBNA Low Rate*","Self Employed","Private Tenant",50,60,38,0
"Balance Transfer","Post Office*","Self Employed","Private Tenant",50,60,22,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",70,20,12,0.95
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",70,20,12,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",50,60,12,0.9
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",50,60,12,0.9
"Balance Transfer","Post Office*","Self Employed","Homeowner",50,60,36,0
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",50,60,24,0
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",50,60,24,0
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",40,140,16,0.1
"Balance Transfer","Santander*","Self Employed","Living with Parents",30,20,38,0.9
"Balance Transfer","Santander*","Full time","Homeowner",50,50,66,0.5
"Balance Transfer","MBNA Low Rate*","Retired","Homeowner",70,10,12,0.8
"Balance Transfer","Santander*","Part time","Homeowner",60,10,46,0.9
"Balance Transfer","MBNA Low Rate*","Self Employed","Homeowner",70,20,88,0
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",70,20,12,0.5
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",70,20,12,0.5
"Balance Transfer","MBNA Low Rate*","Part time","Homeowner",40,40,18,0.8
"Balance Transfer","Santander*","Retired","Homeowner",80,10,24,0.3
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",40,90,15,0.3
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",40,90,15,0.3
"Balance Transfer","Halifax Low Rate*","Self Employed","Living with Parents",40,10,14,0.5
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Living with Parents",40,10,12,0.5
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",70,40,20,0.8
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",50,110,34,0.2
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",50,110,33,0.2
"Balance Transfer","Post Office*","Full time","Homeowner",50,110,23,0.4
"Balance Transfer","Santander*","Full time","Homeowner",50,110,16,0.2
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",50,30,44,0.6
"Balance Transfer","Lloyds Platinum Low Rate*","Homemaker","Council Tenant",50,30,15,0
"Balance Transfer","Halifax Low Rate*","Homemaker","Council Tenant",50,30,16,0
"Balance Transfer","Santander*","Homemaker","Council Tenant",50,30,12,0
"Balance Transfer","Post Office*","Part time","Homeowner",60,20,18,0.6
"Balance Transfer","Santander*","Retired","Homeowner",80,20,60,0
"Balance Transfer","Santander*","Part time","Private Tenant",40,30,12,0.6
"Balance Transfer","MBNA Low Rate*","Part time","Living with Parents",30,30,20,0
"Balance Transfer","Post Office*","Part time","Living with Parents",30,30,12,0
"Balance Transfer","Santander*","Homemaker","Homeowner",60,30,12,0.8
"Balance Transfer","MBNA Low Rate*","Homemaker","Council Tenant",50,40,20,0
"Balance Transfer","MBNA Low Rate*","Self Employed","Homeowner",30,50,20,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Living with Parents",40,10,18,0.9
"Balance Transfer","Halifax Low Rate*","Part time","Living with Parents",40,10,18,0.9
"Balance Transfer","MBNA Low Rate*","Full time","Private Tenant",40,90,24,0
"Balance Transfer","Post Office*","Full time","Private Tenant",40,90,20,0
"Balance Transfer","Santander*","Full time","Private Tenant",40,90,14,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Living with Parents",40,30,39,0
"Balance Transfer","Halifax Low Rate*","Self Employed","Living with Parents",40,30,40,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",30,30,52,0.95
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",30,30,53,0.95
"Balance Transfer","MBNA Low Rate*","Homemaker","Private Tenant",30,10,88,0
"Balance Transfer","Lloyds Platinum Low Rate*","Homemaker","Private Tenant",30,10,36,0
"Balance Transfer","Halifax Low Rate*","Homemaker","Private Tenant",30,10,37,0
"Balance Transfer","Post Office*","Homemaker","Private Tenant",30,10,44,0
"Balance Transfer","Santander*","Homemaker","Private Tenant",30,10,18,0
"Balance Transfer","MBNA Low Rate*","Retired","Private Tenant",90,20,12,0
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",40,50,16,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",40,50,15,0.4
"Balance Transfer","Santander*","Self Employed","Homeowner",40,50,18,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",30,40,18,0.7
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",30,40,18,0.7
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",30,10,13,0.5
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",30,10,12,0.5
"Balance Transfer","Santander*","Full time","Private Tenant",30,10,16,0.9
"Balance Transfer","Santander*","Self Employed","Private Tenant",40,20,22,0.8
"Balance Transfer","MBNA Low Rate*","Homemaker","Private Tenant",40,60,12,0.1
"Balance Transfer","Santander*","Part time","Council Tenant",60,10,20,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Council Tenant",30,10,15,0.6
"Balance Transfer","Halifax Low Rate*","Part time","Council Tenant",30,10,17,0.6
"Balance Transfer","Santander*","Self Employed","Living with Parents",40,40,12,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Private Tenant",60,10,30,0
"Balance Transfer","Halifax Low Rate*","Part time","Private Tenant",60,10,30,0
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",60,40,15,0.6
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",60,40,15,0.6
"Balance Transfer","Santander*","Full time","Private Tenant",70,30,26,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",30,10,12,0.6
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",30,10,12,0.6
"Balance Transfer","Post Office*","Retired","Homeowner",50,20,19,0
"Balance Transfer","Santander*","Full time","Homeowner",70,50,30,0
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",60,120,15,0.5
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",60,120,36,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",60,120,12,0.5
"Balance Transfer","Post Office*","Full time","Homeowner",60,120,12,0
"Balance Transfer","Santander*","Self Employed","Homeowner",70,20,24,0
"Balance Transfer","Santander*","Full time","Private Tenant",50,40,32,0.5
"Balance Transfer","MBNA Low Rate*","Homemaker","Private Tenant",30,30,76,0
"Balance Transfer","Lloyds Platinum Low Rate*","Homemaker","Private Tenant",30,30,37,0
"Balance Transfer","Halifax Low Rate*","Homemaker","Private Tenant",30,30,37,0
"Balance Transfer","Post Office*","Homemaker","Private Tenant",30,30,38,0
"Balance Transfer","Santander*","Homemaker","Private Tenant",30,30,20,0
"Balance Transfer","Post Office*","Self Employed","Homeowner",40,40,14,0.8
"Balance Transfer","MBNA Low Rate*","Self Employed","Council Tenant",60,10,44,0
"Balance Transfer","Post Office*","Self Employed","Council Tenant",60,10,26,0
"Balance Transfer","MBNA Low Rate*","Self Employed","Private Tenant",40,60,36,0
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",40,60,12,0
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",40,60,12,0
"Balance Transfer","Santander*","Full time","Council Tenant",60,20,20,0.4
"Balance Transfer","Santander*","Student","Private Tenant",30,10,20,0.9
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Private Tenant",60,10,27,0.95
"Balance Transfer","Halifax Low Rate*","Part time","Private Tenant",60,10,27,0.95
"Balance Transfer","MBNA Low Rate*","Full time","Council Tenant",30,30,36,0.8
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",70,30,18,0.95
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",70,30,18,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",40,10,12,0.5
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",40,10,12,0.5
"Balance Transfer","Santander*","Full time","Homeowner",50,100,12,0.4
"Balance Transfer","Santander*","Full time","Private Tenant",30,40,16,0.5
"Balance Transfer","Post Office*","Full time","Living with Parents",70,30,12,0
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",60,40,27,0.5
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",60,40,28,0.5
"Balance Transfer","Post Office*","Self Employed","Homeowner",50,50,12,0.7
"Balance Transfer","MBNA Low Rate*","Self Employed","Homeowner",50,120,12,0
"Balance Transfer","MBNA Low Rate*","Full time","Living with Parents",50,50,48,0
"Balance Transfer","MBNA Low Rate*","Self Employed","Homeowner",40,120,12,0.1
"Balance Transfer","Santander*","Self Employed","Homeowner",60,60,12,0.8
"Balance Transfer","Santander*","Full time","Private Tenant",50,50,26,0.3
"Balance Transfer","Santander*","Self Employed","Homeowner",40,20,50,0.6
"Balance Transfer","Post Office*","Self Employed","Homeowner",50,30,26,0.9
"Balance Transfer","Post Office*","Full time","Homeowner",50,60,24,0.9
"Balance Transfer","Santander*","Self Employed","Homeowner",40,30,24,0.9
"Balance Transfer","Santander*","Full time","Private Tenant",40,50,20,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Private Tenant",40,10,24,0.6
"Balance Transfer","Halifax Low Rate*","Part time","Private Tenant",40,10,25,0.6
"Balance Transfer","Santander*","Full time","Homeowner",50,100,12,0.95
"Balance Transfer","MBNA Low Rate*","Retired","Homeowner",60,30,56,0
"Balance Transfer","MBNA Low Rate*","Part time","Council Tenant",50,10,62,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Homeowner",60,30,30,0.4
"Balance Transfer","Halifax Low Rate*","Part time","Homeowner",60,30,30,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Living with Parents",40,50,13,0.3
"Balance Transfer","Halifax Low Rate*","Full time","Living with Parents",40,50,12,0.3
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",60,30,122,0.7
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",60,30,121,0.7
"Balance Transfer","Santander*","Part time","Homeowner",70,40,24,0.2
"Balance Transfer","Halifax Low Rate*","Unemployed","Homeowner",40,20,50,0
"Balance Transfer","MBNA Low Rate*","Unemployed","Homeowner",40,20,60,0
"Balance Transfer","Lloyds Platinum Low Rate*","Unemployed","Homeowner",40,20,47,0
"Balance Transfer","Post Office*","Unemployed","Homeowner",40,20,30,0
"Balance Transfer","Santander*","Unemployed","Homeowner",40,20,30,0
"Balance Transfer","Santander*","Retired","Private Tenant",70,10,18,0
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Homeowner",50,10,30,0.5
"Balance Transfer","Halifax Low Rate*","Part time","Homeowner",50,10,30,0.5
"Balance Transfer","Lloyds Platinum Low Rate*","Homemaker","Council Tenant",40,30,45,0
"Balance Transfer","Halifax Low Rate*","Homemaker","Council Tenant",40,30,45,0
"Balance Transfer","Santander*","Homemaker","Council Tenant",40,30,46,0
"Balance Transfer","Post Office*","Full time","Homeowner",30,20,18,0.95
"Balance Transfer","Santander*","Full time","Council Tenant",30,20,26,0.9
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",50,130,44,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",50,130,25,0
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",50,130,24,0
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Council Tenant",40,20,15,0.6
"Balance Transfer","Halifax Low Rate*","Part time","Council Tenant",40,20,15,0.6
"Balance Transfer","Post Office*","Full time","Homeowner",40,60,31,0.8
"Balance Transfer","Post Office*","Full time","Homeowner",50,60,17,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Living with Parents",40,20,39,0
"Balance Transfer","Halifax Low Rate*","Self Employed","Living with Parents",40,20,41,0
"Balance Transfer","Santander*","Self Employed","Living with Parents",40,20,12,0.9
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",30,10,84,0
"Balance Transfer","Santander*","Full time","Homeowner",30,10,32,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",40,110,33,0
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",40,110,36,0
"Balance Transfer","Santander*","Full time","Homeowner",40,110,14,0
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Council Tenant",40,20,21,0.2
"Balance Transfer","Halifax Low Rate*","Self Employed","Council Tenant",40,20,21,0.2
"Balance Transfer","MBNA Low Rate*","Self Employed","Homeowner",50,20,12,0.8
"Balance Transfer","Santander*","Full time","Council Tenant",50,20,12,0.3
"Balance Transfer","MBNA Low Rate*","Unemployed","Homeowner",70,10,20,0
"Balance Transfer","Lloyds Platinum Low Rate*","Unemployed","Homeowner",70,10,15,0
"Balance Transfer","Halifax Low Rate*","Unemployed","Homeowner",70,10,15,0
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Private Tenant",50,30,22,0.95
"Balance Transfer","Halifax Low Rate*","Part time","Private Tenant",50,30,21,0.95
"Balance Transfer","Santander*","Full time","Homeowner",60,80,46,0.2
"Balance Transfer","Santander*","Retired","Homeowner",60,30,12,0.8
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",60,40,16,0.6
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",60,40,15,0.6
"Balance Transfer","Santander*","Homemaker","Private Tenant",40,30,30,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",60,40,28,0.7
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",60,40,29,0.7
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Council Tenant",30,10,15,0.7
"Balance Transfer","Halifax Low Rate*","Part time","Council Tenant",30,10,15,0.7
"Balance Transfer","Santander*","Self Employed","Living with Parents",30,30,20,0
"Balance Transfer","MBNA Low Rate*","Full time","Private Tenant",40,10,16,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",40,10,18,0.2
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",40,10,18,0.2
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",60,40,12,0
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",60,40,12,0
